sector_id,sector_name,tier,param_code,param_group,param_name,unit,required_for_v1,value,status,evidence_class,confidence,primary_source,secondary_source,notes
S07,Construction,Tier 1,C3,Productivity and labour,Labour displacement pressure,percent/range,yes,,unfilled,,,,,
S07,Construction,Tier 1,C4,Productivity and labour,New role / job creation potential,qualitative/range,yes,,unfilled,,,,,
S07,Construction,Tier 1,C5,Productivity and labour,Time-to-realise gains,years/range,yes,,unfilled,,,,,
S07,Construction,Tier 1,C6,Productivity and labour,Capital cost of adoption,NZD/range,yes,,unfilled,,,,,
S07,Construction,Tier 1,C7,Productivity and labour,NZ case studies / anchor evidence,text/link,yes,"Classic Group (Tauranga): Purchase order pricing from 2 hours to 15 seconds, 98% accuracy. AWS Bedrock + Claude Sonnet. Built at company hackathon.",filled,observed,high,AI Forum NZ Full Productivity Report Sep 2024,,
S07,Construction,Tier 1,D1,Policy and institutional context,Existing government support / incentives,text/link,yes,,unfilled,,,,,
S07,Construction,Tier 1,D2,Policy and institutional context,Regulatory or governance constraints,text/link,yes,,unfilled,,,,,
S07,Construction,Tier 1,D3,Policy and institutional context,Skills pipeline relevance,text/range,yes,,unfilled,,,,,
S07,Construction,Tier 1,D4,Policy and institutional context,Immigration / external talent relevance,text/range,yes,,unfilled,,,,,
S07,Construction,Tier 1,D5,Policy and institutional context,Industry body AI initiatives,text/link,yes,,unfilled,,,,,
S07,Construction,Tier 1,D6,Policy and institutional context,International comparators / alignment,text/link,yes,,unfilled,,,,,
S07,Construction,Tier 1,D7,Policy and institutional context,Government procurement / institutional settings,text/link,yes,,unfilled,,,,,
S08,Financial Services,Tier 1,A1,Economic baseline,GDP / value added,"NZD, annual",yes,"$15,937M (chain-volume, YE Mar 2025)",filled,observed,high,Stats NZ GDP by Industry Dec 2025,,
S08,Financial Services,Tier 1,A2,Economic baseline,Employment,headcount,yes,"106,500 (HLFS Dec 2025 quarter)",filled,observed,high,Stats NZ HLFS Dec 2025,,
S08,Financial Services,Tier 1,A3,Economic baseline,Enterprise count,count,yes,"50,940 enterprises (Feb 2025)",filled,observed,high,Stats NZ Business Demography Feb 2025,,
S08,Financial Services,Tier 1,A4,Economic baseline,Firm size distribution,share/count by band,yes,"{""zero"": 48291, ""1-5"": 1863, ""6-9"": 324, ""10-19"": 207, ""20-49"": 132, ""50-99"": 42, ""100+"": 81}",filled,observed,high,Stats NZ Business Demography Feb 2025,,
S08,Financial Services,Tier 1,A5,Economic baseline,Wage / earnings baseline,NZD,yes,,unfilled,,,,,
S08,Financial Services,Tier 1,A6,Economic baseline,Labour productivity baseline,NZD per worker,yes,"$149,643 per worker (derived: GDP/employment)",filled,derived,medium,Derived from Stats NZ GDP + HLFS,,
S08,Financial Services,Tier 1,A7,Economic baseline,Trade / export exposure,share/NZD,yes,,unfilled,,,,,
S08,Financial Services,Tier 1,B1,Adoption state,Current AI adoption estimate,percent/range,yes,High adoption constrained by regulation. FMA survey: 9/13 respondents using AI. Sample too small for robust estimates.,filled,observed,low,FMA Sep 2024 (13 respondents),,
S08,Financial Services,Tier 1,B2,Adoption state,Adoption by firm size,percent/range,yes,,unfilled,,,,,
S08,Financial Services,Tier 1,B3,Adoption state,AI type mix,categorical/share,yes,,unfilled,,,,,
S08,Financial Services,Tier 1,B4,Adoption state,Adoption stage,categorical,yes,,unfilled,,,,,
S08,Financial Services,Tier 1,B5,Adoption state,Primary barriers to adoption,text/coded,yes,"Prudential regulation (FMA + RBNZ dual oversight), 2025-2028 regulatory vacuum, customer disclosure blind spot",filled,observed,high,FMA Sep 2024; RBNZ May 2025,,
S08,Financial Services,Tier 1,B6,Adoption state,AI-related investment level,NZD/range,yes,,unfilled,,,,,
S08,Financial Services,Tier 1,B7,Adoption state,Adoption trajectory / acceleration state,categorical,yes,Banking outpacing insurance. Market concentration risk. RBNZ identifies regulatory vacuum 2025-2028.,filled,observed,high,RBNZ May 2025; FMA Sep 2024,,
S08,Financial Services,Tier 1,C1,Productivity and labour,Estimated productivity gain range,percent/range,yes,15-25% cost reduction (OECD). Constrained by regulation not technology.,filled,derived,medium,OECD; FMA Sep 2024,,
S08,Financial Services,Tier 1,C2,Productivity and labour,Task automation exposure,percent/range,yes,,unfilled,,,,,
S08,Financial Services,Tier 1,C3,Productivity and labour,Labour displacement pressure,percent/range,yes,,unfilled,,,,,
S08,Financial Services,Tier 1,C4,Productivity and labour,New role / job creation potential,qualitative/range,yes,,unfilled,,,,,
S08,Financial Services,Tier 1,C5,Productivity and labour,Time-to-realise gains,years/range,yes,,unfilled,,,,,
S08,Financial Services,Tier 1,C6,Productivity and labour,Capital cost of adoption,NZD/range,yes,,unfilled,,,,,
S08,Financial Services,Tier 1,C7,Productivity and labour,NZ case studies / anchor evidence,text/link,yes,,unfilled,,,,,
S08,Financial Services,Tier 1,D1,Policy and institutional context,Existing government support / incentives,text/link,yes,,unfilled,,,,,
S08,Financial Services,Tier 1,D2,Policy and institutional context,Regulatory or governance constraints,text/link,yes,FMA + RBNZ dual regulation. Prudential oversight. 2025-2028 regulatory vacuum identified by RBNZ.,filled,observed,high,FMA Sep 2024; RBNZ May 2025,,
S08,Financial Services,Tier 1,D3,Policy and institutional context,Skills pipeline relevance,text/range,yes,,unfilled,,,,,
S08,Financial Services,Tier 1,D4,Policy and institutional context,Immigration / external talent relevance,text/range,yes,,unfilled,,,,,
S08,Financial Services,Tier 1,D5,Policy and institutional context,Industry body AI initiatives,text/link,yes,,unfilled,,,,,
S08,Financial Services,Tier 1,D6,Policy and institutional context,International comparators / alignment,text/link,yes,,unfilled,,,,,
S08,Financial Services,Tier 1,D7,Policy and institutional context,Government procurement / institutional settings,text/link,yes,,unfilled,,,,,
S09,Retail and Wholesale,Tier 1,A1,Economic baseline,GDP / value added,"NZD, annual",yes,"$32,376M (chain-volume, YE Mar 2025)",filled,observed,high,Stats NZ GDP by Industry Dec 2025,,Combined: Wholesale + Retail + Accommodation
S09,Retail and Wholesale,Tier 1,A2,Economic baseline,Employment,headcount,yes,"493,800 (HLFS Dec 2025 quarter)",filled,observed,high,Stats NZ HLFS Dec 2025,,Combined: Wholesale + Retail + Accommodation/Food
S09,Retail and Wholesale,Tier 1,A3,Economic baseline,Enterprise count,count,yes,"45,963 enterprises (Feb 2025)",filled,observed,high,Stats NZ Business Demography Feb 2025,,
S09,Retail and Wholesale,Tier 1,A4,Economic baseline,Firm size distribution,share/count by band,yes,"{""10-19"": 2730, ""6-9"": 3411, ""100+"": 516, ""zero"": 24801, ""20-49"": 1542, ""1-5"": 12471, ""50-99"": 495}",filled,observed,high,Stats NZ Business Demography Feb 2025,,
S09,Retail and Wholesale,Tier 1,A5,Economic baseline,Wage / earnings baseline,NZD,yes,,unfilled,,,,,
S09,Retail and Wholesale,Tier 1,A6,Economic baseline,Labour productivity baseline,NZD per worker,yes,"$65,565 per worker (derived: GDP/employment)",filled,derived,medium,Derived from Stats NZ GDP + HLFS,,
S09,Retail and Wholesale,Tier 1,A7,Economic baseline,Trade / export exposure,share/NZD,yes,,unfilled,,,,,
S09,Retail and Wholesale,Tier 1,B1,Adoption state,Current AI adoption estimate,percent/range,yes,"Wholesale: 64% - highest NZ sector (Datacom 2024). Retail: no separate figure. Low-wage (~$950/week), high employment.",filled,observed,medium,Datacom 2024,,
S09,Retail and Wholesale,Tier 1,B2,Adoption state,Adoption by firm size,percent/range,yes,,unfilled,,,,,
S09,Retail and Wholesale,Tier 1,B3,Adoption state,AI type mix,categorical/share,yes,,unfilled,,,,,
S09,Retail and Wholesale,Tier 1,B4,Adoption state,Adoption stage,categorical,yes,,unfilled,,,,,
S09,Retail and Wholesale,Tier 1,B5,Adoption state,Primary barriers to adoption,text/coded,yes,"Consumer trust, privacy, displacement risk for retail workers, wholesale more enterprise/B2B ready",filled,derived,medium,Datacom 2024; OECD labour analysis,,
S09,Retail and Wholesale,Tier 1,B6,Adoption state,AI-related investment level,NZD/range,yes,,unfilled,,,,,
S09,Retail and Wholesale,Tier 1,B7,Adoption state,Adoption trajectory / acceleration state,categorical,yes,"Wholesale accelerating. Retail slower, more politically sensitive displacement story.",filled,derived,medium,Datacom 2024,,
S09,Retail and Wholesale,Tier 1,C1,Productivity and labour,Estimated productivity gain range,percent/range,yes,5-15% (OECD). Wholesale higher potential than retail.,filled,derived,medium,OECD Miracle or Myth Nov 2024,,
S09,Retail and Wholesale,Tier 1,C2,Productivity and labour,Task automation exposure,percent/range,yes,,unfilled,,,,,
S09,Retail and Wholesale,Tier 1,C3,Productivity and labour,Labour displacement pressure,percent/range,yes,,unfilled,,,,,
S09,Retail and Wholesale,Tier 1,C4,Productivity and labour,New role / job creation potential,qualitative/range,yes,,unfilled,,,,,
S09,Retail and Wholesale,Tier 1,C5,Productivity and labour,Time-to-realise gains,years/range,yes,,unfilled,,,,,
S09,Retail and Wholesale,Tier 1,C6,Productivity and labour,Capital cost of adoption,NZD/range,yes,,unfilled,,,,,
S09,Retail and Wholesale,Tier 1,C7,Productivity and labour,NZ case studies / anchor evidence,text/link,yes,,unfilled,,,,,
S09,Retail and Wholesale,Tier 1,D1,Policy and institutional context,Existing government support / incentives,text/link,yes,,unfilled,,,,,
S09,Retail and Wholesale,Tier 1,D2,Policy and institutional context,Regulatory or governance constraints,text/link,yes,,unfilled,,,,,
S09,Retail and Wholesale,Tier 1,D3,Policy and institutional context,Skills pipeline relevance,text/range,yes,,unfilled,,,,,
S09,Retail and Wholesale,Tier 1,D4,Policy and institutional context,Immigration / external talent relevance,text/range,yes,,unfilled,,,,,
S09,Retail and Wholesale,Tier 1,D5,Policy and institutional context,Industry body AI initiatives,text/link,yes,,unfilled,,,,,
S09,Retail and Wholesale,Tier 1,D6,Policy and institutional context,International comparators / alignment,text/link,yes,,unfilled,,,,,
S09,Retail and Wholesale,Tier 1,D7,Policy and institutional context,Government procurement / institutional settings,text/link,yes,,unfilled,,,,,
S10,Education and Training,Tier 2,T2-A1,Baseline,GDP / value added,"NZD, annual",yes,"$10,127M (chain-volume, YE Mar 2025)",filled,observed,high,Stats NZ GDP by Industry Dec 2025,,
S10,Education and Training,Tier 2,T2-A2,Baseline,Employment,headcount,yes,"225,200 (HLFS Dec 2025 quarter)",filled,observed,high,Stats NZ HLFS Dec 2025,,
S10,Education and Training,Tier 2,T2-A3,Baseline,Enterprise count,count,yes,"10,854 enterprises (Feb 2025)",filled,observed,high,Stats NZ Business Demography Feb 2025,,
S10,Education and Training,Tier 2,T2-A4,Baseline,Firm size distribution,share/count by band,yes,"{""zero"": 5049, ""1-5"": 1479, ""6-9"": 900, ""10-19"": 1245, ""20-49"": 1350, ""50-99"": 525, ""100+"": 300}",filled,observed,high,Stats NZ Business Demography Feb 2025,,
S10,Education and Training,Tier 2,T2-A5,Baseline,Wage / productivity baseline,NZD/range,yes,"$44,969 per worker (derived: GDP/employment)",filled,derived,medium,Derived from Stats NZ GDP + HLFS,,
S10,Education and Training,Tier 2,T2-B1,Adoption,Current maturity estimate,categorical/range,yes,Education is an early AI adopter. Largest respondent category in AI Forum survey. University of Otago: GPT-4 personalised course recommendations.,filled,observed,medium,AI Forum NZ Full Productivity Report Sep 2024,,
S10,Education and Training,Tier 2,T2-B2,Adoption,Main adoption barriers,text/coded,yes,,unfilled,,,,,
S10,Education and Training,Tier 2,T2-B3,Adoption,Adoption trajectory,categorical,yes,,unfilled,,,,,
S10,Education and Training,Tier 2,T2-C1,Policy responsiveness,Main policy sensitivity,categorical,yes,,unfilled,,,,,
S10,Education and Training,Tier 2,T2-C2,Policy responsiveness,Time lag for gains,years/range,yes,,unfilled,,,,,
S10,Education and Training,Tier 2,T2-D1,Outcome channels,Productivity impact range,percent/range,yes,,unfilled,,,,,
S10,Education and Training,Tier 2,T2-D2,Outcome channels,Labour pressure indicator,categorical/range,yes,,unfilled,,,,,
S11,"Transport, Postal and Warehousing",Tier 2,T2-A1,Baseline,GDP / value added,"NZD, annual",yes,"$11,651M (chain-volume, YE Mar 2025)",filled,observed,high,Stats NZ GDP by Industry Dec 2025,,
S11,"Transport, Postal and Warehousing",Tier 2,T2-A2,Baseline,Employment,headcount,yes,"121,500 (HLFS Dec 2025 quarter)",filled,observed,high,Stats NZ HLFS Dec 2025,,
S11,"Transport, Postal and Warehousing",Tier 2,T2-A3,Baseline,Enterprise count,count,yes,"17,097 enterprises (Feb 2025)",filled,observed,high,Stats NZ Business Demography Feb 2025,,
S11,"Transport, Postal and Warehousing",Tier 2,T2-A4,Baseline,Firm size distribution,share/count by band,yes,"{""zero"": 11700, ""1-5"": 3552, ""6-9"": 654, ""10-19"": 573, ""20-49"": 351, ""50-99"": 120, ""100+"": 147}",filled,observed,high,Stats NZ Business Demography Feb 2025,,
S11,"Transport, Postal and Warehousing",Tier 2,T2-A5,Baseline,Wage / productivity baseline,NZD/range,yes,"$95,893 per worker (derived: GDP/employment)",filled,derived,medium,Derived from Stats NZ GDP + HLFS,,
S11,"Transport, Postal and Warehousing",Tier 2,T2-B1,Adoption,Current maturity estimate,categorical/range,yes,,unfilled,,,,,
S11,"Transport, Postal and Warehousing",Tier 2,T2-B2,Adoption,Main adoption barriers,text/coded,yes,,unfilled,,,,,
S11,"Transport, Postal and Warehousing",Tier 2,T2-B3,Adoption,Adoption trajectory,categorical,yes,,unfilled,,,,,
S11,"Transport, Postal and Warehousing",Tier 2,T2-C1,Policy responsiveness,Main policy sensitivity,categorical,yes,,unfilled,,,,,
S11,"Transport, Postal and Warehousing",Tier 2,T2-C2,Policy responsiveness,Time lag for gains,years/range,yes,,unfilled,,,,,
S11,"Transport, Postal and Warehousing",Tier 2,T2-D1,Outcome channels,Productivity impact range,percent/range,yes,,unfilled,,,,,
S11,"Transport, Postal and Warehousing",Tier 2,T2-D2,Outcome channels,Labour pressure indicator,categorical/range,yes,,unfilled,,,,,
S12,Accommodation and Food Services,Tier 2,T2-A1,Baseline,GDP / value added,"NZD, annual",yes,,unfilled,,,,,
S12,Accommodation and Food Services,Tier 2,T2-A2,Baseline,Employment,headcount,yes,,unfilled,,,,,
S12,Accommodation and Food Services,Tier 2,T2-A3,Baseline,Enterprise count,count,yes,"26,070 enterprises (Feb 2025)",filled,observed,high,Stats NZ Business Demography Feb 2025,,
S12,Accommodation and Food Services,Tier 2,T2-A4,Baseline,Firm size distribution,share/count by band,yes,"{""zero"": 11370, ""1-5"": 6894, ""6-9"": 3156, ""10-19"": 3018, ""20-49"": 1257, ""50-99"": 234, ""100+"": 144}",filled,observed,high,Stats NZ Business Demography Feb 2025,,
S12,Accommodation and Food Services,Tier 2,T2-A5,Baseline,Wage / productivity baseline,NZD/range,yes,,unfilled,,,,,
S12,Accommodation and Food Services,Tier 2,T2-B1,Adoption,Current maturity estimate,categorical/range,yes,,unfilled,,,,,
S12,Accommodation and Food Services,Tier 2,T2-B2,Adoption,Main adoption barriers,text/coded,yes,,unfilled,,,,,
S12,Accommodation and Food Services,Tier 2,T2-B3,Adoption,Adoption trajectory,categorical,yes,,unfilled,,,,,
S12,Accommodation and Food Services,Tier 2,T2-C1,Policy responsiveness,Main policy sensitivity,categorical,yes,,unfilled,,,,,
S12,Accommodation and Food Services,Tier 2,T2-C2,Policy responsiveness,Time lag for gains,years/range,yes,,unfilled,,,,,
S12,Accommodation and Food Services,Tier 2,T2-D1,Outcome channels,Productivity impact range,percent/range,yes,,unfilled,,,,,
S12,Accommodation and Food Services,Tier 2,T2-D2,Outcome channels,Labour pressure indicator,categorical/range,yes,,unfilled,,,,,
S13,Administrative and Support Services,Tier 2,T2-A1,Baseline,GDP / value added,"NZD, annual",yes,,unfilled,,,,,
S13,Administrative and Support Services,Tier 2,T2-A2,Baseline,Employment,headcount,yes,,unfilled,,,,,
S13,Administrative and Support Services,Tier 2,T2-A3,Baseline,Enterprise count,count,yes,"22,266 enterprises (Feb 2025)",filled,observed,high,Stats NZ Business Demography Feb 2025,,
S13,Administrative and Support Services,Tier 2,T2-A4,Baseline,Firm size distribution,share/count by band,yes,,unfilled,,,,,
S13,Administrative and Support Services,Tier 2,T2-A5,Baseline,Wage / productivity baseline,NZD/range,yes,,unfilled,,,,,
S13,Administrative and Support Services,Tier 2,T2-B1,Adoption,Current maturity estimate,categorical/range,yes,,unfilled,,,,,
S13,Administrative and Support Services,Tier 2,T2-B2,Adoption,Main adoption barriers,text/coded,yes,,unfilled,,,,,
S13,Administrative and Support Services,Tier 2,T2-B3,Adoption,Adoption trajectory,categorical,yes,,unfilled,,,,,
S13,Administrative and Support Services,Tier 2,T2-C1,Policy responsiveness,Main policy sensitivity,categorical,yes,,unfilled,,,,,
S13,Administrative and Support Services,Tier 2,T2-C2,Policy responsiveness,Time lag for gains,years/range,yes,,unfilled,,,,,
S13,Administrative and Support Services,Tier 2,T2-D1,Outcome channels,Productivity impact range,percent/range,yes,,unfilled,,,,,
S13,Administrative and Support Services,Tier 2,T2-D2,Outcome channels,Labour pressure indicator,categorical/range,yes,,unfilled,,,,,
S14,Information Media and Telecommunications,Tier 2,T2-A1,Baseline,GDP / value added,"NZD, annual",yes,"$11,566M (chain-volume, YE Mar 2025)",filled,observed,high,Stats NZ GDP by Industry Dec 2025,,
S14,Information Media and Telecommunications,Tier 2,T2-A2,Baseline,Employment,headcount,yes,"37,000 (HLFS Dec 2025 quarter)",filled,observed,high,Stats NZ HLFS Dec 2025,,
S14,Information Media and Telecommunications,Tier 2,T2-A3,Baseline,Enterprise count,count,yes,,unfilled,,,,,
S14,Information Media and Telecommunications,Tier 2,T2-A4,Baseline,Firm size distribution,share/count by band,yes,,unfilled,,,,,
S14,Information Media and Telecommunications,Tier 2,T2-A5,Baseline,Wage / productivity baseline,NZD/range,yes,"$312,595 per worker (derived: GDP/employment)",filled,derived,medium,Derived from Stats NZ GDP + HLFS,,
S14,Information Media and Telecommunications,Tier 2,T2-B1,Adoption,Current maturity estimate,categorical/range,yes,,unfilled,,,,,
S14,Information Media and Telecommunications,Tier 2,T2-B2,Adoption,Main adoption barriers,text/coded,yes,,unfilled,,,,,
S14,Information Media and Telecommunications,Tier 2,T2-B3,Adoption,Adoption trajectory,categorical,yes,,unfilled,,,,,
S14,Information Media and Telecommunications,Tier 2,T2-C1,Policy responsiveness,Main policy sensitivity,categorical,yes,,unfilled,,,,,
S14,Information Media and Telecommunications,Tier 2,T2-C2,Policy responsiveness,Time lag for gains,years/range,yes,,unfilled,,,,,
S14,Information Media and Telecommunications,Tier 2,T2-D1,Outcome channels,Productivity impact range,percent/range,yes,,unfilled,,,,,
S14,Information Media and Telecommunications,Tier 2,T2-D2,Outcome channels,Labour pressure indicator,categorical/range,yes,,unfilled,,,,,
S15,Utilities,Tier 2,T2-A1,Baseline,GDP / value added,"NZD, annual",yes,"$7,032M (chain-volume, YE Mar 2025)",filled,observed,high,Stats NZ GDP by Industry Dec 2025,,
S15,Utilities,Tier 2,T2-A2,Baseline,Employment,headcount,yes,"34,100 (HLFS Dec 2025 quarter)",filled,observed,high,Stats NZ HLFS Dec 2025,,
S15,Utilities,Tier 2,T2-A3,Baseline,Enterprise count,count,yes,"1,290 enterprises (Feb 2025)",filled,observed,high,Stats NZ Business Demography Feb 2025,,
S15,Utilities,Tier 2,T2-A4,Baseline,Firm size distribution,share/count by band,yes,"{""zero"": 732, ""1-5"": 312, ""6-9"": 66, ""10-19"": 78, ""20-49"": 45, ""50-99"": 21, ""100+"": 39}",filled,observed,high,Stats NZ Business Demography Feb 2025,,
S15,Utilities,Tier 2,T2-A5,Baseline,Wage / productivity baseline,NZD/range,yes,"$206,217 per worker (derived: GDP/employment)",filled,derived,medium,Derived from Stats NZ GDP + HLFS,,
S15,Utilities,Tier 2,T2-B1,Adoption,Current maturity estimate,categorical/range,yes,,unfilled,,,,,
S15,Utilities,Tier 2,T2-B2,Adoption,Main adoption barriers,text/coded,yes,,unfilled,,,,,
S15,Utilities,Tier 2,T2-B3,Adoption,Adoption trajectory,categorical,yes,,unfilled,,,,,
S15,Utilities,Tier 2,T2-C1,Policy responsiveness,Main policy sensitivity,categorical,yes,,unfilled,,,,,
S15,Utilities,Tier 2,T2-C2,Policy responsiveness,Time lag for gains,years/range,yes,,unfilled,,,,,
S15,Utilities,Tier 2,T2-D1,Outcome channels,Productivity impact range,percent/range,yes,,unfilled,,,,,
S15,Utilities,Tier 2,T2-D2,Outcome channels,Labour pressure indicator,categorical/range,yes,,unfilled,,,,,
S16,Mining,Tier 3,T3-1,Minimal baseline,GDP / value added,"NZD, annual",yes,"$2,024M (chain-volume, YE Mar 2025)",filled,observed,high,Stats NZ GDP by Industry Dec 2025,,
S16,Mining,Tier 3,T3-2,Minimal baseline,Employment,headcount,yes,"8,700 (HLFS Dec 2025 quarter)",filled,observed,high,Stats NZ HLFS Dec 2025,,
S16,Mining,Tier 3,T3-3,Minimal baseline,Enterprise count,count,yes,714 enterprises (Feb 2025),filled,observed,high,Stats NZ Business Demography Feb 2025,,
S16,Mining,Tier 3,T3-4,Minimal baseline,Broad maturity estimate,categorical/range,yes,,unfilled,,,,,
S16,Mining,Tier 3,T3-5,Minimal baseline,Broad productivity impact range,percent/range,yes,,unfilled,,,,,
S16,Mining,Tier 3,T3-6,Minimal baseline,Broad labour pressure indicator,categorical/range,yes,,unfilled,,,,,
S17,"Rental, Hiring and Real Estate Services",Tier 3,T3-1,Minimal baseline,GDP / value added,"NZD, annual",yes,"$40,316M (chain-volume, YE Mar 2025)",filled,observed,high,Stats NZ GDP by Industry Dec 2025,,
S17,"Rental, Hiring and Real Estate Services",Tier 3,T3-2,Minimal baseline,Employment,headcount,yes,"73,300 (HLFS Dec 2025 quarter)",filled,observed,high,Stats NZ HLFS Dec 2025,,
S17,"Rental, Hiring and Real Estate Services",Tier 3,T3-3,Minimal baseline,Enterprise count,count,yes,,unfilled,,,,,
S17,"Rental, Hiring and Real Estate Services",Tier 3,T3-4,Minimal baseline,Broad maturity estimate,categorical/range,yes,,unfilled,,,,,
S17,"Rental, Hiring and Real Estate Services",Tier 3,T3-5,Minimal baseline,Broad productivity impact range,percent/range,yes,,unfilled,,,,,
S17,"Rental, Hiring and Real Estate Services",Tier 3,T3-6,Minimal baseline,Broad labour pressure indicator,categorical/range,yes,,unfilled,,,,,
S18,Arts and Recreation Services,Tier 3,T3-1,Minimal baseline,GDP / value added,"NZD, annual",yes,"$8,778M (chain-volume, YE Mar 2025)",filled,observed,high,Stats NZ GDP by Industry Dec 2025,,Combined: Arts + Recreation + Other Services
S18,Arts and Recreation Services,Tier 3,T3-2,Minimal baseline,Employment,headcount,yes,"2,902,100 (HLFS Dec 2025 quarter)",filled,observed,high,Stats NZ HLFS Dec 2025,,Combined: Arts + Recreation + Other
S18,Arts and Recreation Services,Tier 3,T3-3,Minimal baseline,Enterprise count,count,yes,"12,237 enterprises (Feb 2025)",filled,observed,high,Stats NZ Business Demography Feb 2025,,
S18,Arts and Recreation Services,Tier 3,T3-4,Minimal baseline,Broad maturity estimate,categorical/range,yes,,unfilled,,,,,
S18,Arts and Recreation Services,Tier 3,T3-5,Minimal baseline,Broad productivity impact range,percent/range,yes,,unfilled,,,,,
S18,Arts and Recreation Services,Tier 3,T3-6,Minimal baseline,Broad labour pressure indicator,categorical/range,yes,,unfilled,,,,,
S19,Other Services,Tier 3,T3-1,Minimal baseline,GDP / value added,"NZD, annual",yes,,unfilled,,,,,
S19,Other Services,Tier 3,T3-2,Minimal baseline,Employment,headcount,yes,,unfilled,,,,,
S19,Other Services,Tier 3,T3-3,Minimal baseline,Enterprise count,count,yes,"617,334 enterprises (Feb 2025)",filled,observed,high,Stats NZ Business Demography Feb 2025,,
S19,Other Services,Tier 3,T3-4,Minimal baseline,Broad maturity estimate,categorical/range,yes,,unfilled,,,,,
S19,Other Services,Tier 3,T3-5,Minimal baseline,Broad productivity impact range,percent/range,yes,,unfilled,,,,,
S19,Other Services,Tier 3,T3-6,Minimal baseline,Broad labour pressure indicator,categorical/range,yes,,unfilled,,,,,
